timestamp,average_path_length,num_connected_pairs,total_pairs,connectivity_percentage,min_path_length,max_path_length,num_ground_stations,num_satellites,average_hops
0,9293532.313244427,4950,4950,100.0,1070619.5625,20516817.506738894,100,1584,7.564646464646465
14000000000,10569953.293540826,4950,4950,100.0,1080368.9375,22066031.548499614,100,1584,7.898989898989899
6000000000,10549641.6067788,4950,4950,100.0,1092167.625,22004852.376997203,100,1584,7.912525252525253
2000000000,10559776.202479359,4950,4950,100.0,1077871.0625,22012686.155050598,100,1584,7.921818181818182
12000000000,10568135.043826675,4950,4950,100.0,1084204.4375,22061938.074936796,100,1584,7.907676767676768
4000000000,10553963.324566448,4950,4950,100.0,1085804.625,22008616.355925944,100,1584,7.914343434343435
8000000000,10559678.402302522,4950,4950,100.0,1093916.9375,22001392.644996822,100,1584,7.903232323232324
10000000000,10561311.439866574,4950,4950,100.0,1088722.75,21998239.579409238,100,1584,7.905050505050505
16000000000,10566848.55220913,4950,4950,100.0,1077222.3125,22070345.92598445,100,1584,7.894343434343434
18000000000,10560068.766947553,4950,4950,100.0,1074769.5,22074881.359021403,100,1584,7.888282828282828
24000000000,10554560.484225344,4950,4950,100.0,1071607.75,21984958.506191596,100,1584,7.87979797979798
30000000000,10553294.38919972,4950,4950,100.0,1059171.0625,22624847.99348044,100,1584,7.864646464646465
22000000000,10560528.881004855,4950,4950,100.0,1071959.8125,22084631.442619804,100,1584,7.877979797979798
20000000000,10560511.236342205,4950,4950,100.0,1073014.3125,22079642.452358045,100,1584,7.89010101010101
32000000000,10557421.165554525,4950,4950,100.0,1054214.5,22611461.221668683,100,1584,7.865656565656566
26000000000,10556813.360776285,4950,4950,100.0,1071239.0,22653958.69228335,100,1584,7.874141414141414
28000000000,10545012.137127623,4950,4950,100.0,1064849.75,22639014.044928946,100,1584,7.883636363636364
34000000000,10568757.077954968,4950,4950,100.0,1049990.25,22598855.689472158,100,1584,7.869090909090909
36000000000,10562726.292792862,4950,4950,100.0,1046507.25,22697059.009694673,100,1584,7.873737373737374
38000000000,10567447.046515992,4950,4950,100.0,1043772.8125,22690926.29338029,100,1584,7.878181818181818
42000000000,10581330.007126646,4950,4950,100.0,1040571.75,22680842.13849509,100,1584,7.915353535353535
50000000000,10572058.939218437,4950,4950,100.0,1035550.53125,22669462.1143521,100,1584,7.891111111111111
54000000000,10571126.436478136,4950,4950,100.0,1033981.25,22668178.736096196,100,1584,7.89010101010101
46000000000,10606661.814650655,4950,4950,100.0,1040167.59375,22673688.427039023,100,1584,7.914949494949495
52000000000,10573489.211639928,4950,4950,100.0,1034383.4375,22668451.87477751,100,1584,7.887474747474747
48000000000,10607035.973060552,4950,4950,100.0,1037480.03125,22671208.1409879,100,1584,7.914545454545454
