timestamp,average_path_length,num_connected_pairs,total_pairs,connectivity_percentage,min_path_length,max_path_length,num_ground_stations,num_satellites,average_hops
25000000000,10322415.879043557,4950,4950,100.0,1280683.25,22513495.275401533,100,1156,8.921212121212122
10000000000,10329544.503238743,4950,4950,100.0,1301829.25,22570167.72527751,100,1156,8.924040404040404
5000000000,10345582.643040875,4950,4950,100.0,1290587.25,22555413.139341686,100,1156,8.947070707070708
0,10224465.262687717,4950,4950,100.0,1282957.25,22542227.764568236,100,1156,8.853131313131312
20000000000,8280618.903334216,4950,4950,100.0,1285131.3125,19517688.902072664,100,1156,7.308282828282828
15000000000,10327041.280746348,4950,4950,100.0,1293176.125,22586814.51887697,100,1156,8.916161616161617
30000000000,10320051.740039561,4950,4950,100.0,1279866.625,22540210.390634403,100,1156,8.916363636363636
35000000000,10302944.203438306,4950,4950,100.0,1282687.75,22554997.456017487,100,1156,8.882222222222222
45000000000,10300439.308259293,4950,4950,100.0,1299129.375,22625422.972061284,100,1156,8.874343434343434
40000000000,10290760.340914862,4950,4950,100.0,1289125.0625,22567452.658507697,100,1156,8.871919191919192
55000000000,10292127.859478109,4950,4950,100.0,1296134.0,22573562.90679922,100,1156,8.874141414141414
50000000000,10296199.566461537,4950,4950,100.0,1298093.125,22607939.40528047,100,1156,8.885858585858585
65000000000,10116965.550781248,4950,4950,100.0,1301726.375,22498828.931219943,100,1156,8.738383838383838
75000000000,10305843.893318066,4950,4950,100.0,1286138.0,22533301.59850356,100,1156,8.891111111111112
70000000000,10308938.580982273,4950,4950,100.0,1292115.9375,22515087.25422197,100,1156,8.884242424242425
85000000000,10303792.937773189,4950,4950,100.0,1285250.125,22575769.606454562,100,1156,8.900808080808082
60000000000,10310398.256574899,4950,4950,100.0,1297761.5625,22541116.8943689,100,1156,8.90020202020202
80000000000,10303139.051860346,4950,4950,100.0,1283842.875,22704582.80726491,100,1156,8.901010101010101
90000000000,10332008.185133595,4950,4950,100.0,1290347.25,22600086.834926356,100,1156,8.94
95000000000,10334146.417192029,4950,4950,100.0,1297672.125,22743054.04228838,100,1156,8.956767676767678
120000000000,8822550.114843713,4950,4950,100.0,1260244.875,20290081.475543898,100,1156,7.666666666666667
135000000000,10343142.247516137,4950,4950,100.0,1262901.3125,22551265.284930006,100,1156,8.932323232323233
105000000000,10334499.660604173,4950,4950,100.0,1274991.75,23141357.81893526,100,1156,8.963838383838384
130000000000,10357016.662755921,4950,4950,100.0,1265109.375,22574422.199393246,100,1156,8.961212121212121
115000000000,10349758.464906605,4950,4950,100.0,1261403.25,23205377.537507378,100,1156,8.963030303030303
110000000000,9431920.581570283,4950,4950,100.0,1266333.5625,22352613.77649381,100,1156,8.26969696969697
100000000000,10340474.444563726,4950,4950,100.0,1287302.5625,23116004.020455148,100,1156,8.958989898989898
125000000000,10351494.014434366,4950,4950,100.0,1262868.9375,22587396.041920707,100,1156,8.96020202020202
140000000000,10337113.926360553,4950,4950,100.0,1263358.0,22530077.16523028,100,1156,8.932727272727274
145000000000,10341821.163053771,4950,4950,100.0,1267582.5,22510828.97060351,100,1156,8.933535353535353
170000000000,10340987.166163482,4950,4950,100.0,1285582.5,22497301.41308621,100,1156,8.922222222222222
165000000000,10342756.19726244,4851,4950,98.0,1288185.25,22472214.734767664,100,1156,8.924963924963924
180000000000,10336983.49334977,4950,4950,100.0,1284798.0,22528689.734691497,100,1156,8.927070707070706
160000000000,10366411.29891817,4851,4950,98.0,1294460.5,22472879.51177369,100,1156,8.966398680684396
175000000000,10336707.42120004,4950,4950,100.0,1284826.5,22516881.81699572,100,1156,8.917373737373737
155000000000,10356226.383649094,4950,4950,100.0,1287153.625,22477989.547843657,100,1156,8.944646464646464
150000000000,10365624.448104942,4950,4950,100.0,1275537.4375,22493481.205479704,100,1156,8.957777777777778
185000000000,10331095.03090723,4950,4950,100.0,1288392.1875,22542287.710013628,100,1156,8.921616161616162
190000000000,10325398.569120444,4950,4950,100.0,1284479.625,22557731.565160297,100,1156,8.914747474747475
195000000000,10316814.22207888,4950,4950,100.0,1278771.25,22573640.66403217,100,1156,8.897373737373737
